headline	lead_paragraph	web_url
Robert Chartoff, Producer of 'Rocky' Films, Dead at 81: CNN	"Oscar-winning producer Robert Chartoff, who was behind the hit boxing films ""Rocky"" and ""Raging Bull,"" died on Wednesday in California at the age of 81, CNN reported."	http://www.nytimes.com/reuters/2015/06/11/arts/11reuters-people-chartoff.html
What to Do This Weekend	Need something to do? The Times’s arts team is here for you.	http://www.nytimes.com/2015/06/11/arts/what-to-do-this-weekend.html
What’s on TV Thursday	Television highlights.	http://www.nytimes.com/2015/06/11/arts/television/whats-on-tv-thursday.html
Review: On Site&#8217;s &#8216;The Barber of Seville&#8217; Unfolds in a Surprising Setting	This “Barber,” at the Fabbri Mansion on the Upper East Side, is part of On Site Opera’s mission to present lesser-known versions of works at unconventional sites.	http://www.nytimes.com/2015/06/11/arts/music/review-on-sites-the-barber-of-seville-unfolds-in-a-surprising-setting.html
Review: &#8216;The Concept of Dust&#8217; Features Yvonne Rainer&#8217;s Eclecticism	The varied hallmarks of Ms. Rainer, a choreographer who rose to fame in the 1960s, are present in her latest work.	http://www.nytimes.com/2015/06/11/arts/dance/review-the-concept-of-dust-features-yvonne-rainers-eclecticism.html
Judge Rejects Claim for a Pissarro by Heirs in Nazi Art Case	A California judge ruled in a decade-long dispute over ownership of an 1897 canvas sold to Nazis that Spanish law prevails.	http://www.nytimes.com/2015/06/11/arts/design/judge-rejects-claim-for-a-pissarro-by-heirs-in-nazi-art-case.html
Review: In &#8216;ROBOT,&#8217; Machines Perform With Humans at BAM	There are eight people dancing, but this 90-minute production perks up when the robots arrive.	http://www.nytimes.com/2015/06/11/arts/dance/review-in-robot-machines-perform-with-humans-at-bam.html
Moog Music Gives Employees More Control	The company, which makes the prized Moog synthesizer in North Carolina, is instituting a stock ownership plan for workers.	http://www.nytimes.com/2015/06/11/arts/music/moog-music-gives-employees-more-control.html
Review: Aaron Diehl&#8217;s &#8216;Space Time Continuum&#8217; Is a Jubilant New Album	The jazz pianist&#8217;s new album uses a traditional framework while demolishing the usual notions of conservatism.	http://www.nytimes.com/2015/06/11/arts/music/review-aaron-diehls-space-time-continuum-is-a-jubilant-new-album.html
Review: ‘Jonathan Strange &amp; Mr Norrell,’ a Battlefield Where Magic Is the Weapon of Choice	This BBC America mini-series focuses on two magicians: Norrell, a humorless man obsessed with scholarship, and Strange, a natural talent who becomes Norrell’s student.	http://www.nytimes.com/2015/06/11/arts/television/review-jonathan-strange-mr-norrell-a-battlefield-where-magic-is-the-weapon-of-choice.html
Nico Castel, Tenor and Diction Coach at the Met, Dies at 83	Mr. Castel, who guided generations of the world&#8217;s foremost singers through the oohs and aahs of their craft, appeared in nearly 800 performances with the Metropolitan Opera.	http://www.nytimes.com/2015/06/04/arts/music/nico-castel-tenor-and-diction-coach-at-the-met-dies-at-83.html
Rapper Rick Ross Arrested for Marijuana Possession: Official	Rapper Rick Ross was arrested on Wednesday in Georgia for marijuana possession, according to the Fayette County Sheriff's Office.	http://www.nytimes.com/reuters/2015/06/10/arts/10reuters-usa-ross-marijuana.html
Gibson Funds Les Paul Award for Research at College	Gibson Brands is funding an award for research at Belmont University in Nashville that honors the life and contributions of Les Paul.	http://www.nytimes.com/aponline/2015/06/10/arts/ap-us-les-paul-research-award.html
Florence and the Machine Tops Billboard 200 for First Time	"Florence and the Machine's first album in four years, ""How Big, How Blue, How Beautiful,"" debuted at No. 1 on the Billboard 200 chart on Wednesday, marking the best performance ever for the indie pop band formed in 2007."	http://www.nytimes.com/reuters/2015/06/10/arts/10reuters-music-florenceandthemachine-charts.html
Florence and the Machine Have First No. 1 Album		http://artsbeat.blogs.nytimes.com/2015/06/10/florence-and-the-machine-have-first-no-1-album/
Daughter of 'Honey Boo Boo' Mom Sues Over Payments	"The daughter of the reality TV show mother on ""Here Comes Honey Boo Boo"" is suing, saying she hasn't been fully paid for her appearances."	http://www.nytimes.com/aponline/2015/06/10/arts/ap-us-honey-boo-boo-lawsuit-.html
Warner Music to Pay $4.2 Million to End Intern Wage Lawsuit	Warner Music Group Corp has agreed to pay hundreds of former interns more than $4.2 million to resolve a class-action lawsuit accusing the company of underpaying them.	http://www.nytimes.com/reuters/2015/06/10/arts/10reuters-warnermusic-lawsuit-interns.html
Apple Music Cautiously Embraced by Record Industry	A decade ago, Apple Inc helped revitalize a music industry hit hard by online piracy with its iTunes Store. Now, amid a steady slump in digital downloads, the industry is hopeful that the tech giant's new streaming service will give record companies another desperately needed boost.	http://www.nytimes.com/reuters/2015/06/10/arts/10reuters-apple-streaming.html
Tony Awards Telecast Draws Fire From Dramatists Guild		http://artsbeat.blogs.nytimes.com/2015/06/10/tony-awards-telecast-draws-fire-from-dramatists-guild/
Comedian Kathy Griffin Announces 80-City Comedy Tour	Kathy Griffin is feeling inspired by the latest news in pop culture, so she's launching an 80-city comedy tour with all new material.	http://www.nytimes.com/aponline/2015/06/10/arts/ap-us-people-kathy-griffin.html
Tony Danza to Star in National Tour of 'Honeymoon in Vegas'	"Tony Danza's love affair with ""Honeymoon in Vegas"" will go on &#8212; on tour."	http://www.nytimes.com/aponline/2015/06/10/arts/ap-us-theater-honeymoon-in-vegas.html
New Hampshire Republicans Call on Fox, Party to Change Debate Rules	"A group of New Hampshire Republicans wants Fox News and national party leaders to change the first televised presidential debate in August, saying limiting it to 10 candidates ""would undermine the very nature"" of the primary process."	http://www.nytimes.com/reuters/2015/06/10/arts/10reuters-usa-election-debate.html
CNN's Jake Tapper Hopes to Add Depth to Sunday Morning Crowd	CNN's Jake Tapper, the third new host of a Sunday morning public affairs show to debut within the past year, says he hopes to attract viewers who want a little more depth to their political interviews.	http://www.nytimes.com/aponline/2015/06/10/arts/ap-us-tv-cnn-tapper.html
Carrie Underwood Cleans House at CMT Music Awards	The CMT Music Awards should be renamed the Carrie Music Television Awards.	http://www.nytimes.com/aponline/2015/06/10/arts/ap-us-cmt-music-awards.html
Raven-Symon&eacute; to Join ABC&#8217;s &#8216;The View&#8217; as Newest Co-Host		http://artsbeat.blogs.nytimes.com/2015/06/10/raven-symone-the-view-cohost/
Video App Meerkat to Give Front-Row Peek at CMT Music Awards	The mobile video-streaming application Meerkat is providing a front-row peek at one of the nominees performing during Wednesday's telecast of the CMT network's annual music awards.	http://www.nytimes.com/aponline/2015/06/10/arts/ap-us-cmt-music-awards-meerkat.html
Chris Pratt on 'Jurassic World' and Being a Hunk	"From Marvel's ""Guardians of the Galaxy"" to ""The Lego Movie"" and now ""Jurassic World,"" Chris Pratt is fast becoming Hollywood's go-to franchise leading man."	http://www.nytimes.com/reuters/2015/06/10/arts/10reuters-film-chrispratt.html
Actress Raven-Symone Named Co-Panelist of ABC's 'The View'	"Raven-Symone is now officially a co-host of ""The View."""	http://www.nytimes.com/aponline/2015/06/10/arts/ap-us-tv-view-raven-symone.html
Museum Embraces Gay Pride in Honor of Victorian Photographer	A museum dedicated to a Victorian-era photographer who challenged gender roles is expanding its mission by championing tolerance and sending a contingent to New York's gay pride parade.	http://www.nytimes.com/aponline/2015/06/10/arts/ap-us-alice-austen-house-gay-pride.html
Laverne Cox to Debut as Madame Tussauds' First Transgender Wax Figure	American actress Laverne Cox will become the first ever transgender figure in the history of Madame Tussauds when her wax figure is unveiled during Pride Weekend in San Francisco later this month.	http://www.nytimes.com/reuters/2015/06/10/arts/10reuters-usa-lgbt-cox.html
Emmys Ending Early Nomination Announcements	The Emmy Awards are ending the early wake-up calls.	http://www.nytimes.com/aponline/2015/06/10/arts/ap-us-emmys-early-call.html
New Take on Batmobile Unveiled Ahead of 'Batman vs. Superman'	"The latest version of the Batmobile has been unveiled ahead of next year's release of the much anticipated ""Batman v Superman: Dawn of Justice"" action film in which the two DC Comics caped crusaders will face off."	http://www.nytimes.com/reuters/2015/06/10/arts/10reuters-film-batmanvsuperman-batmobile.html
Publisher: Copy of Upcoming 'Fifty Shades' Novel Stolen	"A copy of the upcoming ""Fifty Shades of Grey"" sequel has been stolen, just over a week before publication day, publisher Penguin Random House said Wednesday."	http://www.nytimes.com/aponline/2015/06/10/arts/ap-eu-britain-fifty-shades-theft.html
Katniss Leads Rebellion in 'Hunger Games: Mockingjay Part 2' Trailer	"Fans of ""The Hunger Games"" fantasy films got a glimpse of the last installment of the blockbuster franchise with the release of a trailer showing heroine Katniss Everdeen take a final stand in the rebellion against dictator President Snow."	http://www.nytimes.com/reuters/2015/06/10/arts/10reuters-film-hungergames-trailer.html
Paul Weller Heads Across the Universe on 'Saturns Pattern'	"From teenage rock star to ""The Modfather,"" Paul Weller has been a sound and style icon to fans for more than 30 years. But his own philosophy is: Don't look back."	http://www.nytimes.com/aponline/2015/06/10/arts/ap-eu-music-qa-paul-weller.html
Live Show Brings 17th-Century Indian King to London Stage	The exploits of a 17th-century Indian warrior king whose guerrilla tactics humbled the mighty Mughal army will be celebrated in London this month with a show that has already attracted millions of spectators in India. 	http://www.nytimes.com/reuters/2015/06/10/arts/10reuters-theatre-britain-shivaji.html
Modern Take on Greek Tragedy Enthrals London Theatergoers	"A new production of Aeschylus's ""Oresteia"" transforms the 2,500-year-old text into a riveting and relevant drama for today's theatergoers through its technological innovations, fast-paced dialogue and sharp focus on a chronically dysfunctional family."	http://www.nytimes.com/reuters/2015/06/10/arts/10reuters-theatre-britain-greeks.html
A Symphonic Staple	A look back at the New York Philharmonic’s free outdoor concerts in the city’s parks.	http://www.nytimes.com/interactive/2015/06/10/arts/music/20150614-nyphil.html
Classical Music This Week: Joan of Arc, Birtwistle and a Different ‘Barber’	This week’s look ahead at the world of classical music.	http://www.nytimes.com/2015/06/10/arts/music/classical-music-this-week-joan-of-arc-birtwistle-and-a-different-barber.html
What&#8217;s On TV Wednesday	Television highlights.	http://www.nytimes.com/2015/06/10/arts/television/whats-on-tv-wednesday.html
Review: Pontus Lidberg Dance, a Swirl of Choreography and Even Puppets at the Joyce Theater	This Swedish choreographer and filmmaker offered two impressions of his intimate, emotional vision in companion pieces.	http://www.nytimes.com/2015/06/10/arts/dance/review-pontus-lidberg-dance-a-swirl-of-choreography-and-even-puppets-at-the-joyce-theater.html
Hermann Zapf, 96, Dies; Designer Whose Letters Are Found Everywhere	Mr. Zapf found expression in subtly inventive typefaces that have brought words to readers on paper, on signposts, on monuments and on computer screens for more than half a century.	http://www.nytimes.com/2015/06/10/arts/design/hermann-zapf-96-dies-designer-whose-letters-are-found-everywhere.html
Classical Playlist	The Budapest Festival Orchestra’s recording of Mahler’s Ninth and more.	http://www.nytimes.com/2015/06/10/arts/music/classical-playlist.html
Carla K&ouml;rbes Grandly Bows Out of Pacific Northwest Ballet	This Seattle troupe paid tribute to six departing dancers in a program that emphasized Balanchine.	http://www.nytimes.com/2015/06/10/arts/dance/carla-korbes-grandly-bows-out-of-pacific-northwest-ballet.html
Jen Kirkman Finds Material in the Single Life in &#8216;I&#8217;m Gonna Die Alone&#8217;	Now divorced, Ms. Kirkman&#8217;s act has the feel of that wonderful moment at the end of a party when you are left alone to gossip with your best friend.	http://www.nytimes.com/2015/06/10/arts/jen-kirkman-finds-material-in-the-single-life-in-im-gonna-die-alone.html
Game 3 Draws 3rd-Best NBCSN Stanley Cup Final Audience	Game 3 has drawn the third-largest audience for the Stanley Cup Final on NBCSN.	http://www.nytimes.com/aponline/2015/06/09/arts/ap-hkn-stanley-cup-ratings.html
Miley Cyrus Poses Nude, Hugging a Pig, for Paper Magazine	Pop singer Miley Cyrus is back in the buff, covered only in mud as she hugs a pig to support the charity she founded in a photo gracing Paper Magazine, as she reveals her romantic attraction to females. 	http://www.nytimes.com/reuters/2015/06/09/arts/09reuters-people-mileycyrus.html
US Women's World Cup Opener Sets Viewership Record	The U.S. opener has drawn the largest television audience on record for a Women's World Cup group stage game.	http://www.nytimes.com/aponline/2015/06/09/arts/ap-soc-wwcup-ratings.html
Disputed Painting Is Declared an Authentic Rembrandt After Decades	After almost 50 years, the Mauritshuis museum in The Hague has declared ‘‘Saul and David,’’ one of Rembrandt’s most important biblical works, to be authentic.	http://www.nytimes.com/2015/06/09/arts/international/lifting-doubt-over-a-rembrandt.html
With No Tony in Hand, &#8216;Gigi&#8217;  Will Close This Month		http://artsbeat.blogs.nytimes.com/2015/06/09/with-no-tony-in-hand-gigi-will-close-this-month/
'Degrassi' Headed to Netflix Next Year After TeenNick Run	Class will resume at Degrassi High as the beloved young people's show finds a new campus on Netflix.	http://www.nytimes.com/aponline/2015/06/09/arts/ap-us-tv-degrassi-saved.html
Natalia Osipova, Injured, Withdraws From  &#8216;Romeo&#8217; and &#8216;Don Quixote&#8217;		http://artsbeat.blogs.nytimes.com/2015/06/09/natalia-osipova-injured-withdraws-from-romeo-and-don-quixote/
New Docu-Series Tells Real Life Stories of 'Women in Prison'	"There's been plenty of hype about the return of ""Orange Is the New Black"" this week, but there's another TV series about women behind bars that is vying for viewers' attention as well."	http://www.nytimes.com/aponline/2015/06/09/arts/ap-us-women-in-prison.html
6-Year-Old Girl's Dance Recital Performance an Internet Hit	"Six-year-old Johanna Colon had never heard of Aretha Franklin prior to her recent dance recital. You wouldn't know it by her performance of ""Respect."""	http://www.nytimes.com/aponline/2015/06/09/arts/ap-us-dance-recital-video.html
&#8216;School of Rock&#8217; Plans Fall Opening on Broadway		http://artsbeat.blogs.nytimes.com/2015/06/09/school-of-rock-plans-fall-opening-on-broadway/
Steven A. Cohen Was Buyer of Giacometti&#8217;s &#8216;Pointing Man,&#8217; for $141 Million		http://artsbeat.blogs.nytimes.com/2015/06/09/steven-a-cohen-was-buyer-of-giacomettis-pointing-man-for-141-million/
Bigger Teeth, Scarier Thrills Revive a Dormant 'Jurassic World'	"The dinosaurs are bigger, the rides are scarier and there's a dashing new leading pair as the main attraction: ""Jurassic World"" is open for business again and hoping to entice a new generation used to getting more bang for its movie buck."	http://www.nytimes.com/reuters/2015/06/09/arts/09reuters-film-jurassicworld.html
Lake Bell Enjoys Juggling Titles of Actress and Director	Lake Bell can be annoying when she's watching TV or a movie with her husband. That's because she tends to watch with a director's eye.	http://www.nytimes.com/aponline/2015/06/09/arts/ap-us-people-qa-lake-bell.html
Correction: TV-Wild N Out Story	"In a story June 9 about the MTV2 show ""Nick Cannon Presents: Wild 'N Out,"" The Associated Press reported erroneously that Rick Ross, Skylar Diggins, Chrissy Teigen and Amber Rose will be guests on the show's seventh season. In fact, those guests appeared during the show's sixth season."	http://www.nytimes.com/aponline/2015/06/09/arts/ap-us-tv-wild-n-out.html
Caitlyn Jenner: From 70s Sex Symbol to 2015 Sex Object	"The first take was &#8212; wow! What a coup. What courage. What a pose. Ladies and gentlemen and everyone along the sexual spectrum, here she is: Caitlyn Jenner, the former Olympic champion making the transition from a Wheaties box to Vargas-girl cheesecake on the cover of the new ""Vanity Fair."""	http://www.nytimes.com/reuters/2015/06/09/arts/09reuters-fleming-jenner.html
Filmed Conversations With Theater Heavyweights Now Available	Some filmed interviews with theater legends &#8212; including John Kander, Edward Albee and Stephen Sondheim &#8212; are being made available on iTunes on Tuesday.	http://www.nytimes.com/aponline/2015/06/09/arts/ap-us-theater-interview-series.html
The Star and the Creator of &#8216;Witnesses&#8217; on Their New French TV Thriller		http://artsbeat.blogs.nytimes.com/2015/06/09/witnesses-french-thriller-interview/
Tony Bennett, Michael Buble to Attend Songwriters Hall	Tony Bennett, Michael Buble (boo-BLAY'), Ne-Yo and Richie Sambora will attend next week's Songwriters Hall of Fame Induction and Awards Dinner in New York City.	http://www.nytimes.com/aponline/2015/06/09/arts/ap-us-songwriters-hall-performers-and-presenters.html
'Saturday Night Live' Exhibit Lets Fans Retrace Comic Past	"Tune in NBC any Saturday at 11:30 p.m. Eastern time, and, whether live or a repeat, you know what you'll find. It's been that way since October 1975 and, having just wrapped 40 years on the air, ""Saturday Night Live"" is long overdue for a fitting shrine."	http://www.nytimes.com/aponline/2015/06/09/arts/ap-us-snl-exhibition.html
'Goth Girl' Author Riddell Named Britain's New Children's Laureate	"""Goth Girl"" author and illustrator Chris Riddell was named Britain's new Children's Laureate on Tuesday and said he would like to use to the post to encourage children to draw as well as read."	http://www.nytimes.com/reuters/2015/06/09/arts/09reuters-books-britain-childrenslaureate.html
World Chefs: Mina Holland's Cookbook Spans World in 100 Recipes	Recipes from around the world are served with equal portions of history and anecdotes in food writer Mina Holland&#8217;s first book, &#8220;The World on a Plate: 40 Cuisines, 100 Recipes and the Stories Behind Them.&#8221; 	http://www.nytimes.com/reuters/2015/06/09/arts/09reuters-food-chefs-holland.html
U.N. Turns to Virtual Reality to Illustrate Plight of Syrian Refugees	A virtual reality film which guides the viewer through the daily life of a young girl in a Syrian refugee camp aims to engage the public with the plight of some of the world's most vulnerable people, according to its co-creator.	http://www.nytimes.com/reuters/2015/06/09/arts/09reuters-syria-refugees-filmfestival.html
Orchestra in Turin, Italy, Names James Conlon as Principal Conductor		http://artsbeat.blogs.nytimes.com/2015/06/09/orchestra-in-turin-italy-names-james-conlon-as-principal-conductor/
Caitlyn Jenner Facing Second Lawsuit Over Fatal California Crash	Former Olympic champion and reality television star Caitlyn Jenner, who came out as transgender in April, is facing a second lawsuit in connection with a fatal car crash on a Southern California highway in February.	http://www.nytimes.com/reuters/2015/06/09/arts/09reuters-people-caitlynjenner.html
Rapper 'The Game' Turns Self in Over Fight With Off-Duty Officer	"U.S. rapper ""The Game"" turned himself in to Los Angeles police on Monday after hitting an off-duty officer during a pickup basketball game earlier this year, a police official said."	http://www.nytimes.com/reuters/2015/06/09/arts/09reuters-usa-california-rapper.html
Vincent Bugliosi, Who Prosecuted Cult Leader Charles Manson, Dies	"Vincent Bugliosi, who prosecuted cult leader Charles Manson and members of his so-called ""family"" for seven murders, then turned to writing books that took on everyone from George W. Bush to God, has died aged 80, his son said on Monday.    "	http://www.nytimes.com/reuters/2015/06/09/arts/09reuters-people-vincentbugliosi.html
Celebrity Birthdays for the Week of June 14-20	"June 14: Actress Marla Gibbs is 84. Singer Rod Argent of The Zombies and Argent is 70. Singer Janet Lennon of The Lennon Sisters is 69. Businessman-TV personality Donald Trump is 69. Guitarist Barry Melton of Country Joe and the Fish is 68. Drummer Alan White of Yes is 66. Actor Eddie Mekka (Carmine on ""Laverne and Shirley"") is 63. Actor Will Patton is 61. Singer Boy George is 54. Actress Yasmine Bleeth is 47. Actor Kevin McHale (""Glee"") is 27. Actress Lucy Hale (""Pretty Little Liars"") is 26. Singer Jesy Nelson of Little Mix is 24. Actor Daryl Sabara (""Spy Kids"") is 23."	http://www.nytimes.com/aponline/2015/06/09/arts/ap-us-celeb-birthdays.html
Review: Kota Yamazaki’s ‘OQ,’ a Work of Contrasting Themes	The singular qualities of Mr. Yamazaki&#8217;s Fluid hug-hug company were on display but were not enough to keep this stringent production flowing.	http://www.nytimes.com/2015/06/09/arts/dance/review-kota-yamazakis-oq-a-work-of-contrasting-themes.html
Dance This Week: A Classic ‘Beauty,’ Non-Virtuoso Dance and Ailey Returns	This week’s look ahead at the world of dance.	http://www.nytimes.com/2015/06/09/arts/dance/dance-this-week-a-classic-beauty-non-virtuoso-dance-and-ailey-returns.html
What’s on TV Tuesday	Television highlights.	http://www.nytimes.com/2015/06/09/arts/television/whats-on-tv-tuesday.html
Review: Lisa Moore at DiMenna Center	Lisa Moore’s lucid, committed pianism made the best of four works, each dealing with an aspect of landscape or nature.	http://www.nytimes.com/2015/06/09/arts/music/review-lisa-moore-at-dimenna-center.html
Review: New Jersey Symphony Orchestra	Jacques Lacombe and the New Jersey Symphony, who roam the state tirelessly, traveled to Englewood on Thursday evening to open the final subscription series of the orchestra’s season.	http://www.nytimes.com/2015/06/09/arts/music/review-new-jersey-symphony-orchestra-at-the-bergen-performing-arts-center.html
Review: Locrian Chamber Players at Riverside Church	Locrian chose six composers — deplorably, none of them women — in seven strongly performed pieces.	http://www.nytimes.com/2015/06/09/arts/music/review-locrian-chamber-players-at-riverside-church.html
Review: Governors Ball Is Ruled by Women	Women had the larger ideas and more ambitious sets at this festival, with acts like Lana Del Ray, Bj&#246;rk and Florence and the Machine offering the strongest, strangest music.	http://www.nytimes.com/2015/06/09/arts/music/review-governors-ball-is-ruled-by-women.html
Review: City Ballet Debuts in Season Finale	Three City Ballet performers shouldered the pressure of new roles in the company&#8217;s spring season finale.	http://www.nytimes.com/2015/06/09/arts/dance/review-city-ballet-debuts-in-season-finale.html
Review: &#8216;Predatory Headlights,&#8217; a Bright Double Album From Tenement	This pop-punk trio, a do-it-yourself band from top to bottom, has released a record on which nearly every song is a puzzle.	http://www.nytimes.com/2015/06/09/arts/music/review-predatory-headlights-a-bright-double-album-from-tenement.html
Review: In &#8216;Love Life,&#8217; Tamia Enacts Seduction and Conservatism	Many songs on the album are about this R&B singer anticipating the needs of her man, serving him and complimenting him.	http://www.nytimes.com/2015/06/09/arts/music/review-in-love-life-tamia-enacts-seduction-and-conservatism.html
Review: Antonio S&aacute;nchez With 2 Albums, &#8216;The Meridian Suite&#8217; and &#8216;Three Times Three&#8217;	Mr. S&#225;nchez, who wrote the score for the 2014 film &#8220;Birdman,&#8221; has a rangy, ambitious record that joins a double album released this spring.	http://www.nytimes.com/2015/06/09/arts/music/review-antonio-sanchez-with-2-albums-the-meridian-suite-and-three-times-three.html
Alexander Melamid Begins Artenol, an Art Magazine	An artist known for his stunts professes despair over the state of art criticism and introduces a publication that strives for clarity and subversion.	http://www.nytimes.com/2015/06/09/arts/design/alexander-melamid-begins-artenol-an-art-magazine.html
Review: Only Suspense at Summer Jam Was Outside the Stadium	This annual summer concert was hampered by a modest lineup onstage and a face-off between police and concertgoers outside MetLife Stadium.	http://www.nytimes.com/2015/06/09/arts/music/review-only-suspense-at-summer-jam-was-outside-the-stadium.html
Arrests and Riot Gear After Scuffles at Summer Jam	Some attendees tried to force their way inside by climbing fences, the police said. Most of those arrested were charged with disorderly conduct.	http://www.nytimes.com/2015/06/09/arts/music/arrests-and-riot-gear-after-scuffles-at-summer-jam.html
In &#8216;ROBOT,&#8217; Blanca Li Uses Machines to Celebrate the Body	Ms. Li&#8217;s work, having its New York debut at the Brooklyn Academy of Music, is mischievous, precise and full of whimsy, reaching beyond traditional dance audiences.	http://www.nytimes.com/2015/06/09/arts/dance/in-robot-blanca-li-uses-machines-to-celebrate-the-body.html
Times Critics’ Guide: What to Do This Week	A handful of things to see, hear and do, chosen by critics for The New York Times.	http://www.nytimes.com/2015/06/09/arts/times-critics-guide-what-to-do-this-week.html
Ruth Feldman, 80, Dies; Quiz Kid Told What It Was Like in a Book	Mrs. Feldman made her entrance to the radio quiz world in 1941 as Ruthie Duskin, age 7.	http://www.nytimes.com/2015/06/06/arts/ruth-feldman-a-quiz-kid-who-later-distilled-the-experience-in-a-book-dies-at-80.html
Kobe Bryant to Offer Game 3 Analysis for Livestream in China	Kobe Bryant, who has won five NBA championships, will be part of Sina's pregame and postgame livestream of Game 3 of the NBA Finals in China.	http://www.nytimes.com/aponline/2015/06/08/arts/ap-bkn-nba-finals-bryant-china.html
Poet Claudia Rankine, Author Jack Livings Win PEN Prizes	Poet Claudia Rankine has won another award, this time from PEN, while debut author Jack Livings received a $25,000 prize from the literary and human rights organization.	http://www.nytimes.com/aponline/2015/06/08/arts/ap-us-books-pen-prizes.html
Jack Livings Wins PEN Prize for Debut Fiction		http://artsbeat.blogs.nytimes.com/2015/06/08/jack-livings-wins-pen-prize-for-debut-fiction/
Journalists Killed in 2014 Remembered by Newseum	John Foley appreciates the fact that his son James, the American journalist beheaded in Syria by the Islamic State group last year, has been honored on a memorial to journalists who lost their lives while reporting the news.	http://www.nytimes.com/aponline/2015/06/08/arts/ap-us-newseum-memorial.html
Most $2 Win Bets on American Pharoah in Belmont Uncashed	Souvenirs, everyone?	http://www.nytimes.com/aponline/2015/06/08/arts/ap-rac-belmont-stakes-win-tickets.html
Disclaimer to Be Added to Popular 'Primates of Park Avenue'	"The publisher of a popular inside take on Park Avenue life called ""Primates of Park Avenue"" is responding to factual questions raised about it and says an author's note will be included in the e-book and future print editions saying some details were altered because of privacy concerns."	http://www.nytimes.com/aponline/2015/06/08/arts/ap-us-books-primates-of-park-avenue.html
Smithsonian Displays Ancient Artwork From City Threatened by ISIS		http://artsbeat.blogs.nytimes.com/2015/06/08/smithsonian-displays-ancient-artwork-from-city-threatened-by-isis/
Municipal Art Society President to Step Down for New Lincoln Center Role		http://artsbeat.blogs.nytimes.com/2015/06/08/municipal-art-society-president-steps-down-to-take-new-role-with-lincoln-center/
George RR Martin Overseeing 'Game of Thrones' Coloring Book	George R.R. Martin is joining the adult coloring book game.	http://www.nytimes.com/aponline/2015/06/08/arts/ap-us-books-george-rr-martin.html
Triple Crown Win Draws Big TV Rating, but Not Biggest	American Pharoah's historic Triple Crown win has drawn the third-best television rating for the Belmont Stakes since that started being measured in 1988.	http://www.nytimes.com/aponline/2015/06/08/arts/ap-rac-belmont-ratings.html
Gay Muslim Filmmaker Risks Death in Pilgrimage to Reconcile Faith and Sexuality&#8207;	Millions of Muslims each year make the arduous and exhausting haj pilgrimage to the holy city of Mecca in Saudi Arabia, but for one filmmaker, it was a journey that could have cost him his life.	http://www.nytimes.com/reuters/2015/06/08/arts/08reuters-gay-rights-islam-filmfestival.html
NBA Finals Game 2 Draws Best Rating Since 2004	The NBA Finals' Game 2 has drawn its highest television rating in more than a decade.	http://www.nytimes.com/aponline/2015/06/08/arts/ap-bkn-finals-ratings.html
Johnny Miller: 'Dream Come True' to Broadcast British Open	Johnny Miller can't wait to get back in the broadcast booth for a major championship where he won with a great closing round.	http://www.nytimes.com/aponline/2015/06/08/arts/ap-glf-british-open-miller.html
&#8216;The Visit&#8217; Will Close on Sunday		http://artsbeat.blogs.nytimes.com/2015/06/08/the-visit-will-close-on-sunday/
&#8216;Game of Thrones&#8217; Empire Expands to Include Coloring Book		http://artsbeat.blogs.nytimes.com/2015/06/08/game-of-thrones-empire-expands-to-include-coloring-book/
Hunk of Love: Brazilian Wins Tupelo Elvis Tribute Contest	A hip-shakin' lawyer from Brazil will represent Elvis Presley's birthplace in an annual contest of Elvis impersonators at Graceland.	http://www.nytimes.com/aponline/2015/06/08/arts/ap-us-elvis-festival-mississippi.html
Chita Rivera's 'The Visit' to Close on Broadway June 14	"Chita Rivera's chilly musical ""The Visit"" is ending its Broadway visit early after winning no Tony Awards."	http://www.nytimes.com/aponline/2015/06/08/arts/ap-us-theater-the-visit.html
A Second &#8216;Wolf Hall&#8217; Soundtrack Album Is Coming		http://artsbeat.blogs.nytimes.com/2015/06/08/a-second-wolf-hall-soundtrack-album-is-coming/
Brad Pitt Movie to Debut on Netflix		http://artsbeat.blogs.nytimes.com/2015/06/08/brad-pitt-movie-to-debut-on-netflix/
NBC Win Rights to Broadcast The Open Championship From 2017	NBC Sports Group has won the rights to broadcast The Open Championship in the United States on a 12-year deal from 2017 to 2028, the Royal and Ancient Golf Club (R&amp;A) announced on Monday.	http://www.nytimes.com/reuters/2015/06/08/arts/08reuters-golf-england-open.html
Choices Paris: A Fair That Nourishes Its Roots	Choices Paris, which ran from May 29 to 31, is a gallery promotion intended to attract collectors at a time other than the Foire Internationale d’Art Contemporain, or FIAC, in October.	http://www.nytimes.com/2015/06/08/arts/international/choices-paris-a-fair-that-nourishes-its-roots.html
5 Takeaways From the Tony Awards (Hint, Don't Bury Speeches)	Five things to note following the Tony Awards on Sunday night:	http://www.nytimes.com/aponline/2015/06/08/arts/ap-us-tony-awards-takeaways.html
Reba McEntire, Darius Rucker to Perform at 2015 CMT Awards	Reba McEntire will make a return to the CMT Awards stage after a 10-year absence.	http://www.nytimes.com/aponline/2015/06/08/arts/ap-us-cmt-awards-performers.html
Nielsen: 6.35 Million for Tony Awards	Ratings are down for the annual Tony Awards, which reached an estimated 6.35 million viewers on CBS Sunday night.	http://www.nytimes.com/aponline/2015/06/08/arts/ap-us-tony-awards-ratings.html
