headline	lead_paragraph	web_url
James Murdoch Says Family Is United as He Takes Helm of Fox	James Murdoch, who will take the helm of Twenty-First Century Fox next week, said there was little he and his father Rupert did not agree on with respect to the future of the family media empire.	http://www.nytimes.com/reuters/2015/06/25/arts/25reuters-twenty-first-fox-murdoch.html
From Rap to Rock, Glastonbury Offers Live Playlist in Digital Age	In a digital world that is destroying the value of recorded music, the most analogue part of the industry - playing live to thousands in a muddy field - is more popular, and more lucrative, than ever.	http://www.nytimes.com/reuters/2015/06/25/arts/25reuters-music-glastonbury.html
Chinese Hurdler Liu Xiang Announces Divorce	Former Olympic champion hurdler Liu Xiang, one of China's best-known athletes, announced Thursday he is getting a divorce after a nine-month marriage to actress Ge Tian.	http://www.nytimes.com/aponline/2015/06/25/arts/ap-ath-liu-xiang-divorce.html
Memo to Blue Note: What to Expect From Jazz in Beijing		http://artsbeat.blogs.nytimes.com/2015/06/25/memo-to-blue-note-what-to-expect-from-jazz-in-beijing/
Sherman Alexie Explores New Realm With Picture Book	National Book Award winner Sherman Alexie &#8212; already a poet, novelist and short story writer &#8212; moves into a new realm with his first picture book set to be released in May 2016.	http://www.nytimes.com/aponline/2015/06/25/arts/ap-us-books-sherman-alexie-.html
Blue Note Jazz Club Plans Expansion to China	The chain of clubs, already in Japan, sees opportunity in Beijing and will open a club in Hawaii as well.	http://www.nytimes.com/2015/06/25/arts/music/blue-note-jazz-club-plans-expansion-to-china.html
What&#8217;s On TV Thursday	Television highlights.	http://www.nytimes.com/2015/06/25/arts/television/whats-on-tv-thursday.html
Miriam Schapiro, 91, a Feminist Artist Who Harnessed Craft and Pattern, Dies	When one of her works was criticized as sentimental, Ms. Schapiro said in an interview that sentiment was powerful to her although it was devalued by men.	http://www.nytimes.com/2015/06/25/arts/design/miriam-schapiro-91-a-feminist-artist-who-harnessed-craft-and-pattern-dies.html
Review: The Knights Are Spirited in Central Park, Despite Soggy Weather	This orchestral collective&#8217;s performance opened the season of free Naumburg Orchestral Concerts in Central Park.	http://www.nytimes.com/2015/06/25/arts/music/review-the-knights-are-spirited-in-central-park-despite-soggy-weather.html
Review: Eiko Otake Holds a Mourning Service at Rush Hour	At the new Fulton transit center in Lower Manhattan on Tuesday, Ms. Otake performed a solo, site-specific show.	http://www.nytimes.com/2015/06/25/arts/dance/eiko-otake-holds-a-mourning-service-at-rush-hour.html
Review: Colleen Focuses on Precision With Fingers and Feet	Cecile Schott, the French musician who performs as Colleen, used a treble viola da gamba to recreate songs from her recent album at SubCulture.	http://www.nytimes.com/2015/06/25/arts/music/review-colleen-focuses-on-precision-with-fingers-and-feet.html
Review: DanceBrazil Offers a Middle Passage Lesson at the Joyce Theater	The hull of a slave ship is central to &#8220;Malungos,&#8221; a work by the Brazilian choreographer Jelon Vieira.	http://www.nytimes.com/2015/06/25/arts/dance/review-dancebrazil-offers-a-middle-passage-lesson-at-the-joyce-theater.html
Review: The Royal Ballet Returns to New York With &#8216;The Dream&#8217;	The troupe presented Frederick Ashton&#8217;s 1964 take on Shakespeare&#8217;s &#8220;A Midsummer Night&#8217;s Dream.&#8221;	http://www.nytimes.com/2015/06/25/arts/dance/review-the-royal-ballet-returns-to-new-york-with-the-dream.html
Review: ‘Dragons: Race to the Edge,’ a Dark Animated Series on Netflix	The 13-episode series, based on the &#8220;How to Train Your Dragon&#8221; stories, is fairly dark for children&#8217;s fare.	http://www.nytimes.com/2015/06/25/arts/television/review-dragons-race-to-the-edge-a-dark-animated-series-on-netflix.html
Review: A Mix of Sounds at the New York City Electroacoustic Music Festival	The festival features a combination of electronics and traditional instruments in 27 concerts over eight days at the Abrons Arts Center.	http://www.nytimes.com/2015/06/25/arts/music/review-a-mix-of-sounds-at-the-new-york-city-electroacoustic-music-festival.html
A &#8216;Constellation&#8217; of Light Above the Ruins of Bannerman Castle	An installation by the artist Melissa McGill on a tiny island in the Hudson River puts twinkling lights atop 17 tall poles.	http://www.nytimes.com/2015/06/25/arts/design/a-constellation-of-light-above-the-ruins-of-bannerman-castle.html
The Artha Project Supports Emerging Artists on a Small and Personal Scale	Artha seeks out unrepresented artists and aims to steer them to success, giving them studio space and helping them network with potential dealers and collectors.	http://www.nytimes.com/2015/06/25/arts/design/the-artha-project-supports-emerging-artists-on-a-small-and-personal-scale.html
LG Listens to Conservationists and Preserves a Landmark	The South Korean tech giant replaced height with width in plans for a new North American headquarters in Englewood Cliffs, N.J., and the Palisades Interstate Park will benefit.	http://www.nytimes.com/2015/06/25/arts/design/critics-notebook-lg-listens-to-conservationists-and-preserves-a-landmark.html
James Horner, Film Composer, Dies at 61; His Score for ‘Titanic’ Was a Hit, Too  	Mr. Horner, a multiple Oscar and Grammy winner, was flying solo in a single-turboprop plane that crashed and burned in Southern California.	http://www.nytimes.com/2015/06/24/us/james-horner-whose-soaring-film-scores-included-titanic-dies-at-61.html
Christie&#8217;s Postpones Sale of Old Masters		http://artsbeat.blogs.nytimes.com/2015/06/24/christies-postpones-sale-of-old-masters/
Dmitri Hvorostovsky Cancels Appearances for Brain Tumor Treatment		http://artsbeat.blogs.nytimes.com/2015/06/24/dmitri-hvorostovsky-cancels-appearances-for-brain-tumor-treatment/
Review: A Modern and Subdued Production of Britten’s ‘Death in Venice’	Garsington's production gives Britten's opera a contemporary edge	http://www.nytimes.com/2015/06/24/arts/international/review-a-modern-and-subdued-production-of-brittens-death-in-venice.html
Beyonce, The Weeknd to Headline Jay Z's Made In America Fest	Beyonce is heading back to Jay Z's Made in America festival this September.	http://www.nytimes.com/aponline/2015/06/24/arts/ap-us-music-made-in-america.html
Actor Shia LaBeouf Suffers Head Injury on Film Set	Actor Shia LaBeouf was treated in a hospital after suffering a head injury when a stunt went wrong while he was filming in  North Dakota, his publicist said on Wednesday.	http://www.nytimes.com/reuters/2015/06/24/arts/24reuters-people-shialabeouf.html
Lawsuit Accuses Bobbi Kristina Brown's Boyfriend of Life-Threatening Injuries	The boyfriend of Bobbi Kristina Brown, the only child of late singer Whitney Houston, was accused in a $10 million civil lawsuit filed on Wednesday of causing life-threatening injuries and stealing money from her bank accounts while she was in a coma.	http://www.nytimes.com/reuters/2015/06/24/arts/24reuters-usa-people-brown-lawsuit.html
Shia LaBeouf's Head, Hand Injured on Set of 'American Honey'	"Shia LaBeouf has received stitches to his head and hand after injuring himself on the North Dakota set of the film ""American Honey."""	http://www.nytimes.com/aponline/2015/06/24/arts/ap-us-people-shia-labeouf.html
After Nearly 50 Years, James Taylor Scores a Chart-Topping Album	Veteran singer-songwriter James Taylor raced ahead of pop singers Adam Lambert and Hilary Duff to score his first No. 1 album on the weekly U.S. Billboard 200 chart on Wednesday.	http://www.nytimes.com/reuters/2015/06/24/arts/24reuters-music-jamestaylor-charts.html
Rapper Rick Ross Arrested Near Atlanta on Assault Charges: Officials	Rapper Rick Ross and his bodyguard were arrested at his home near Atlanta on Wednesday on charges they kidnapped a man, beat him and threatened him with a handgun earlier this month at the rapper's mansion, authorities and media reports said.	http://www.nytimes.com/reuters/2015/06/24/arts/24reuters-usa-crime-ross.html
Rare Klimt Portrait Brings $39 Million at Auction		http://artsbeat.blogs.nytimes.com/2015/06/24/rare-klimt-portrait-brings-39-million-at-auction/
Bobbi Kristina Brown in Hospice, Boyfriend Accused of Abuse	Bobbi Kristina Brown, the only child of late singer Whitney Houston, was moved to hospice care on Wednesday after suffering irreversible brain damage five months ago, and her former boyfriend was hit with a lawsuit alleging physical abuse and theft from her bank account.	http://www.nytimes.com/reuters/2015/06/24/arts/24reuters-usa-people-brown.html
Def Leppard Guitarist Vivian Campbell Will Rejoin Tour	Cancer can't stop Vivian Campbell from rocking out with Def Leppard.	http://www.nytimes.com/aponline/2015/06/24/arts/ap-us-people-vivian-campbell.html
'Seinfeld' Fans Reminisce in Replica of Iconic TV Apartment	"Fans of the hit 1990s television show ""Seinfeld"" can lounge on  comedian Jerry Seinfeld's battered sofa and reminisce about their favorite episodes in a pop-up, real-life replica of his iconic apartment on New York's Upper West Side."	http://www.nytimes.com/reuters/2015/06/24/arts/24reuters-television-seinfeld.html
Academy Will Not Cut Number of Best Picture Nominees		http://artsbeat.blogs.nytimes.com/2015/06/24/academy-will-not-cut-number-of-best-picture-nominees/
Indie Music Body Endorses Apple's New Music Streaming Service	Apple Inc's new music streaming service has been endorsed by the Worldwide Independent Network, an association for independent musicians, two days after the company reversed its decision of not paying musicians during a three-month trial.	http://www.nytimes.com/reuters/2015/06/24/arts/24reuters-apple-music.html
Renewing Belgrade’s Rich History of Performance Art	The Galerija 12 Hub has become a home for both performance and new media art in Serbia.	http://www.nytimes.com/2015/06/24/arts/international/renewing-belgrade-rich-history-of-performance-art.html
All About the Body in Vienna	Two exhibitions explore the 1960s avant-garde Vienna Actionism movement.	http://www.nytimes.com/2015/06/24/arts/international/all-about-the-body-in-vienna.html
A Matisse Comes Home, With Friends	“The Oasis of Matisse,” at the Stedelijk Museum in Amsterdam, is a retrospective that highlights the influence of the artist through his career.	http://www.nytimes.com/2015/06/24/arts/international/a-matisse-comes-home-with-friends-stedelijk-museum.html
Henry Moore and the Land	An exhibition shows the role played by nature and the landscape of the artist’s native Yorkshire in the development of his work.	http://www.nytimes.com/2015/06/24/arts/international/henry-moore-and-the-land.html
London Gears Up for Its Summer Fairs	Though each exhibition and fair caters to a niche audience, they are all competing to appear among the must-go events of the season.	http://www.nytimes.com/2015/06/24/arts/international/london-gears-up-for-its-summer-fairs.html
Wahlbergs Offer Sneak Peak of Coney Island Burger Joint	Celebrity brothers Mark, Donnie and Paul Wahlberg are bringing their Wahlburgers burger joint to New York, opening a restaurant on seaside resort Coney Island next month.	http://www.nytimes.com/reuters/2015/06/24/arts/24reuters-food-wahlburgers.html
HBO Offers Premiere Episodes of Two Series on Facebook	Television network HBO said it would offer the premiere episodes of two new comedy series on Facebook, underlining the growing popularity of the social networking site as a video platform.	http://www.nytimes.com/reuters/2015/06/24/arts/24reuters-hbo-facebook.html
Four World Premieres Set for New York City Ballet Gala		http://artsbeat.blogs.nytimes.com/2015/06/24/four-world-premieres-set-for-new-york-city-ballet-gala/
James Taylor Opens at No. 1		http://artsbeat.blogs.nytimes.com/2015/06/24/james-taylor-opens-at-no-1/
Reading About the Confederacy		http://artsbeat.blogs.nytimes.com/2015/06/24/reading-about-the-confederacy/
Sarah Palin Ends Run as Fox News Political Contributor	Fox News has ended its relationship with former Alaska Governor Sarah Palin as a political contributor.	http://www.nytimes.com/reuters/2015/06/24/arts/24reuters-media-fox-sarahpalin.html
Telling 'Her Truth,' Madison Depicts Sad Time at Playboy	"Holly Madison insists that she doesn't like talking about living at the Playboy mansion and dating Hugh Hefner, but believes ""it's important to tell the truth of my story."""	http://www.nytimes.com/aponline/2015/06/24/arts/ap-us-book-qa-holly-madison.html
Hulu Recreates Seinfeld Apartment as It Releases Episodes	"""Seinfeld"" fans are getting an open invitation into Jerry's apartment."	http://www.nytimes.com/aponline/2015/06/24/arts/ap-us-hulus-seinfeld-apartment.html
Celebrating Schubert and Coltrane&#8217;s &#8216;A Love Supreme&#8217; at the White Light Festival		http://artsbeat.blogs.nytimes.com/2015/06/24/celebrating-schubert-and-coltranes-a-love-supreme-at-the-white-light-festival/
Rick Ross Arrested and Charged With Kidnapping		http://artsbeat.blogs.nytimes.com/2015/06/24/rick-ross-arrested-and-charged-with-kidnapping/
Curry and James Up for Best Male Athlete at ESPY Awards	Stephen Curry and LeBron James are going head-to-head again not long after battling for the NBA title.	http://www.nytimes.com/aponline/2015/06/24/arts/ap-us-espy-awards-nominees.html
From Belafonte to the Blues: Guy Davis' Uncommon Life	The blues, at its best, strikes a common chord: Guy Davis unspools everyman's tale with earnest, engaging ease &#8212; but his own story is uncommon.	http://www.nytimes.com/aponline/2015/06/24/arts/ap-us-music-guy-davis.html
Reuters Photographer Recalls His Teenage 1989 Glastonbury in Pictures	"When Reuters photographer Dylan Martinez recently cleared out his cupboards, he came across six rolls of black-and-white film marked ""Glastonbury '89"".  "	http://www.nytimes.com/reuters/2015/06/24/arts/24reuters-festival-glastonbury.html
Plucked From War-Torn Iraq, Heavy Metal Band Gets First EP	"The name of the album is ""Gilgamesh,"" the ancient Mesopotamian king with superhuman strength and courage who undertakes a perilous quest to discover the secret of eternal life."	http://www.nytimes.com/aponline/2015/06/24/arts/ap-ml-iraq-heavy-metal-band.html
Classical Playlist: Rihm, Brahms, Glass and Messiaen		http://artsbeat.blogs.nytimes.com/2015/06/24/classical-playlist-rihm-brahms-glass-and-messiaen/
New Documentary 'Fresh Dressed' Explores Hip-Hop Fashion	From slave-era church outfits and Little Richard to the South Bronx and Dapper Dan the knockoff king of Harlem, the roots of hip-hop culture stretch beyond the music.	http://www.nytimes.com/aponline/2015/06/24/arts/ap-us-fashion-fresh-dressed.html
LaLiga to Bundle International TV Rights Without Barca	Spain's professional league (LaLiga) is planning to offer international broadcasters the rights to show matches next season but the package will not include champions Barcelona and three other clubs.	http://www.nytimes.com/reuters/2015/06/24/arts/24reuters-soccer-spain-tv-rights.html
Alibaba Film Unit Ties Up With Paramount on Next 'Mission: Impossible'	"Alibaba Pictures Group Ltd is making its first Hollywood movie investment and partnering with Paramount Pictures to promote the studio's latest ""Mission: Impossible"" installment in China."	http://www.nytimes.com/reuters/2015/06/24/arts/24reuters-alibaba-viacom-film.html
Classical Music This Week: Kirill Petrenko in Berlin, Gunther Schuller and Roomful of Teeth	This week’s look ahead at the world of classical music.	http://www.nytimes.com/2015/06/24/arts/music/classical-music-this-week-kirillpetrenko-in-berlin-gunther-schuller-and-roomful-of-teeth.html
What’s on TV Wednesday	Today&#8217;s television highlights.	http://www.nytimes.com/2015/06/24/arts/television/whats-on-tv-wednesday.html
Review: &#8216;Souvenir Undone&#8217; Beckons Its Audience Through Historic Fort Jay	Rachel Tess&#8217;s dance for the River to River festival invites audience members to move, too, as they follow the performance from space to space on Governors Island.	http://www.nytimes.com/2015/06/24/arts/dance/review-souvenir-undone-beckons-its-audience-through-historic-fort-jay.html
Review: Aston Magna and Boston Early Music Festivals Offer Diverse Monteverdi Experiences	In Great Barrington, Mass., the Boston Early Music Festival revived &#8220;Orfeo,&#8221; in a stripped-down form, and the Aston Magna Music Festival performed the first program of its season, consisting almost entirely of Monteverdi madrigals.	http://www.nytimes.com/2015/06/24/arts/music/review-aston-magna-and-boston-early-music-festivals-offer-diverse-monteverdi-experiences.html
Review: Karen Mason, a Well-Seasoned Belter, at Don&#8217;t Tell Mama	The nightclub singer performed ballads like &#8220;I Made a New Friend,&#8221; a song that distilled the essence of her musical personality.	http://www.nytimes.com/2015/06/24/arts/music/review-karen-mason-a-well-seasoned-belter-at-dont-tell-mama.html
Review: &#8216;First Peoples&#8217; Finds the Drive to Explore in Our DNA	This new series from PBS suggests that our earliest ancestors bred with Neanderthals.	http://www.nytimes.com/2015/06/24/arts/television/review-first-peoples-finds-the-drive-to-explore-in-our-dna.html
Review: &#8216;Poliuto,&#8217; a Rare Donizetti Bel Canto Thriller	This tale of religious persecution and martyrdom in Roman-occupied Armenia gets an updated staging at the Glyndebourne Festival.	http://www.nytimes.com/2015/06/24/arts/music/review-poliuto-a-rare-donizetti-bel-canto-thriller.html
Review: American Ballet Theater&#8217;s &#8216;Swan Lake&#8217; Adds Drama to Romance	The pairing of Gillian Murphy as Odette-Odile and Marcelo Gomes as Prince Siegfried flies above the show&#8217;s staging.	http://www.nytimes.com/2015/06/24/arts/dance/review-american-ballet-theaters-swan-lake-adds-drama-to-romance.html
Review: ‘Mr. Robot’ Debuts on USA	This new series on USA stars Rami Malek as a brilliant, asocial computer hacker who uncovers an apparent conspiracy.	http://www.nytimes.com/2015/06/24/arts/television/review-in-mr-robot-even-the-paranoid-may-have-enemies.html
Dick Van Patten, Harried Father on ‘Eight Is Enough,’ Dies at 86	Mr. Van Patten was best known for his role as the patriarch on the 1977-81 ABC drama, based on a memoir by Tom Braden.	http://www.nytimes.com/2015/06/24/arts/television/dick-van-patten-father-on-eight-is-enough-dies-at-86.html
Guggenheim Helsinki Unveils Design	The winning design, by the husband-and-wife firm Moreau Kusunoki Architectes, was chosen from 1,715 anonymous submissions.	http://www.nytimes.com/2015/06/24/arts/design/guggenheim-helsinki-unveils-design.html
Amazon Studios in Final Talks for Movie 'Elvis & Nixon': Variety	"Amazon Studios is in final talks for the movie ""Elvis &amp; Nixon,"" which will debut in theaters only, and the theatrical rollout will be handled by Bleecker Street as part of the deal, according to Variety."	http://www.nytimes.com/reuters/2015/06/23/arts/23reuters-amazon-com-movies.html
Brewers' Bob Uecker to Return to Booth After Concussion	Bob Uecker is returning to the Milwaukee Brewers broadcast booth a week after getting hit in the head by a ball during batting practice.	http://www.nytimes.com/aponline/2015/06/23/arts/ap-bbn-brewers-uecker.html
US-Colombia Seen by 4.7 Million on Fox Sports 1	The United States' second-round win over Colombia was the second-most-watched match of this Women's World Cup on U.S. television.	http://www.nytimes.com/aponline/2015/06/23/arts/ap-soc-wwcup-us-ratings.html
Obama Interview Sets Download Record for Maron Podcast		http://artsbeat.blogs.nytimes.com/2015/06/23/obama-interview-sets-download-record-for-maron-podcast/
English Teen Tom Holland Is Marvel's New 'Spider-Man'	"Little-known English actor Tom Holland has been picked to play the web-slinging superhero in the next ""Spider-Man"" film, which is due for release in July 2017, Sony Pictures and Marvel Studios said on Tuesday."	http://www.nytimes.com/reuters/2015/06/23/arts/23reuters-film-spiderman.html
Nickelback Cancels Tour, Lead Singer Readies Vocal Surgery	Nickelback is canceling its summer tour as lead singer Chad Kroeger has been diagnosed with an operable cyst on his voice box.	http://www.nytimes.com/aponline/2015/06/23/arts/ap-us-nickelback-tour-canceled.html
Matthew Modine Makes the Leap to TV in TNT Series 'Proof'	"As many film actors make the leap to television, Matthew Modine, one of the stars of TNT's new series ""Proof,"" wants to make it clear: He loves making movies."	http://www.nytimes.com/aponline/2015/06/23/arts/ap-us-tv-qa-matthew-modine.html
Kanye West Set to Complete Community Service Over Photographer Assault	Kanye West has nearly completed the community service hours imposed on the rapper after he pleaded no contest to charges that he assaulted a photographer outside Los Angeles International Airport, his attorney told a court on Tuesday.&#160;	http://www.nytimes.com/reuters/2015/06/23/arts/23reuters-people-kanyewest.html
Former Ballet Star Albert Evans Dead at 46	Albert Evans, a former New York City Ballet principal dancer and one of the most prominent African-Americans in classical dance, has died at age 46.	http://www.nytimes.com/aponline/2015/06/23/arts/ap-us-obit-albert-evans.html
Tom Holland Is the New Spider-Man		http://artsbeat.blogs.nytimes.com/2015/06/23/tom-holland-is-the-new-spider-man/
Glastonbury Band Wolf Alice Release Highly-Anticipated Debut Album	Among the musicians performing at this year's Glastonbury Festival, one emerging British rock band is garnering as much excitement as the headline acts.	http://www.nytimes.com/reuters/2015/06/23/arts/23reuters-music-wolfalice.html
Actress Geena Davis Takes Fight for Women in Film Worldwide	Actress Geena Davis called on Tuesday for greater efforts to stop the use of negative stereotypes of women and girls in film and the media as she unveiled details of a new global drive to address gender imbalance in the movie world.	http://www.nytimes.com/reuters/2015/06/23/arts/23reuters-film-women-davis.html
Bloomberg Names Winners of Public-Art Grants		http://artsbeat.blogs.nytimes.com/2015/06/23/bloomberg-names-winners-of-public-art-grants/
Jazz Singer Elling Expands Musical Horizons on New CD	"Kurt Elling, ""Passion World"" (Concord Jazz)"	http://www.nytimes.com/aponline/2015/06/23/arts/ap-us-music-review-kurt-elling.html
&#8216;True Detective&#8217; Returns to Healthy Ratings		http://artsbeat.blogs.nytimes.com/2015/06/23/true-detective-ratings-hbo/
Robert Wilson to Bring &#8216;Krapp&#8217;s Last Tape&#8217; to Montclair		http://artsbeat.blogs.nytimes.com/2015/06/23/robert-wilson-to-bring-krapps-last-tape-to-montclair/
Telling 'Her Truth,' Madison Depicts Sad Time at Playboy	"Holly Madison insists that she doesn't like talking about living at the Playboy mansion and dating Hugh Hefner, but believes ""it's important to tell the truth of my story."""	http://www.nytimes.com/aponline/2015/06/23/arts/ap-us-book-qa-holly-madison.html
Dick Van Patten of TV's 'Eight Is Enough' Dies at 86	"Dick Van Patten, who grew from a busy child actor on Broadway to be a mainstay on U.S. television as the amiable patriarch on the family show ""Eight Is Enough,"" died on Tuesday at age 86, his spokesman said."	http://www.nytimes.com/reuters/2015/06/23/arts/23reuters-people-dickvanpatten.html
Delayed Batman Arkham Game Finale Goes on Sale, Hit With PC Problems	"The highly-anticipated last installment to the ""Batman Arkham"" video game trilogy went on sale on Tuesday after an eight-month delay but some users reported teething problems with the PC version of the title."	http://www.nytimes.com/reuters/2015/06/23/arts/23reuters-gaming-batman.html
Rapper Lil Wayne Skips Show Over Security Screening	A Minneapolis nightclub says rapper Lil Wayne refused to perform a scheduled show after members of his entourage weren't allowed in the club.	http://www.nytimes.com/aponline/2015/06/23/arts/ap-us-lil-wayne-concert.html
Laurie Metcalf to Join Bruce Willis on Broadway in 'Misery'	Bruce Willis will now be tortured on Broadway by a three-time Emmy Award winner.	http://www.nytimes.com/aponline/2015/06/23/arts/ap-us-theater-laurie-metcalf.html
&#8216;Misery,&#8217; With Metcalf Joining Willis, Sets Broadway Opening Date		http://artsbeat.blogs.nytimes.com/2015/06/23/misery-with-metcalf-joining-willis-sets-broadway-opening-date/
UTV Media Sees Bigger Loss From Irish Television Channel	Radio and television broadcaster UTV Media Plc said it expected a deeper-than-expected full-year loss from its new Irish television channel as audience growth stalled, sending its shares down 10 percent.	http://www.nytimes.com/reuters/2015/06/23/arts/23reuters-utv-media-outlook.html
Former Durst Prosecutor Writing About Book About Murder Case	The former district attorney from New York who tried to convict millionaire murder suspect Robert Durst is writing a book.	http://www.nytimes.com/aponline/2015/06/23/arts/ap-us-books-durst-prosecutor.html
Press Play	Press Play is the place where The New York Times debuts noteworthy new music. Every week, we present tracks from upcoming new albums. Listen to them here exclusively.	http://www.nytimes.com/interactive/arts/music/pressplay.html
Marilyn Monroe Dress, Royal Wedding Cake Slices Up for Auction	A dress worn by Marilyn Monroe, a Harley-Davidson owned by Marlon Brando and slices of British royal wedding cakes will go under the hammer this week at an annual two-day sale of memorabilia in Beverly Hills, California. 	http://www.nytimes.com/reuters/2015/06/23/arts/23reuters-auction-hollywood.html
In Performance: Ben Miles and Nathaniel Parker of &#8216;Wolf Hall&#8217;		http://artsbeat.blogs.nytimes.com/2015/06/23/in-performance-ben-miles-and-nathaniel-parker-of-wolf-hall/
Del Toro Takes Drug Lord Role in 'Escobar: Paradise Lost'	"Academy Award winner Benicio del Toro plays the leader of one of the world's most powerful criminal organizations in ""Escobar: Paradise Lost"", which hits U.S. cinemas at the weekend."	http://www.nytimes.com/reuters/2015/06/23/arts/23reuters-film-escobarparadiselost.html
New York's Guggenheim Picks Design for Helsinki Museum	The Solomon R. Guggenheim Foundation says two Paris-based architects have won a design competition for a proposed museum in Helsinki.	http://www.nytimes.com/aponline/2015/06/23/arts/ap-eu-finland-guggenheim-museum.html
Book of Jerry Garcia Interviews Coming in November	A book of previously unreleased Jerry Garcia interviews is coming out this fall to mark the 20th anniversary of his death and the 50th anniversary of the founding of the Grateful Dead.	http://www.nytimes.com/aponline/2015/06/23/arts/ap-us-books-jerry-garcia.html
Capitol Hill Buzz: Meryl Streep Asks Congress to Revive ERA	No actor or actress can match Meryl Streep's 19 Academy Award nominations, and only Katharine Hepburn has bested her three Oscars for acting. So maybe it's conceivable that Streep's letter Tuesday to each member of Congress can somehow revive the Equal Rights Amendment, politically dormant since its high-water mark four decades ago.	http://www.nytimes.com/aponline/2015/06/23/arts/ap-us-capitol-hill-buzz-streeps-plea.html
Rapper Sean Combs Was Defending Self and Son in UCLA Assault, Rep Says	"Rapper Sean ""P. Diddy"" Combs, who was arrested and charged with assault with a deadly weapon at the University of California Los Angeles, was acting in defense of himself and his son, his representative said Tuesday."	http://www.nytimes.com/reuters/2015/06/23/arts/23reuters-people-seancombs-arrest.html
'Titanic' Composer Dies in California Plane Crash at 61	"Hollywood composer James Horner, who scored the Oscar-winning film ""Titanic"" and its megahit theme song ""My Heart Will Go On"", was killed when the private plane he was piloting crashed in southern California, his agents confirmed on Tuesday. He was 61."	http://www.nytimes.com/reuters/2015/06/23/arts/23reuters-usa-people-composer.html
Dance This Week: Misty Copeland, the Royal Ballet and Ashton’s ‘Cinderella’	A look at what’s happening in the New York dance world.	http://www.nytimes.com/2015/06/23/arts/dance/dance-this-week-misty-copeland-the-royal-ballet-and-ashtons-cinderella.html
What&#8217;s On TV Tuesday	Television highlights.	http://www.nytimes.com/2015/06/23/arts/television/whats-on-tv-tuesday.html
Review: Merce Cunningham&#8217;s &#8216;Crises&#8217; Opens Dance at the New Whitney	The newly opened museum welcomed its first dance performance with this 1960 work, which looked right at home.	http://www.nytimes.com/2015/06/23/arts/dance/review-merce-cunninghams-crises-opens-dance-at-the-new-whitney.html
Review: &#8216;Trisha Brown: In Plain Site&#8217; Sends Dancers Gamboling in the Grass	At the River to River festival on Sunday, the company mixed music and stillness, old works and recent.	http://www.nytimes.com/2015/06/23/arts/dance/review-trisha-brown-in-plain-site-sends-dancers-gamboling-in-the-grass.html
Berlin Philharmonic Selects Kirill Petrenko to Succeed Simon Rattle	The orchestra has given its approval to a leader with high standards who keeps a low profile for someone in his position.	http://www.nytimes.com/2015/06/23/arts/music/berlin-philharmonic-selects-kirill-petrenko-to-succeed-simon-rattle.html
Review: Make Music New York Teaches Buildings How to Sing	This festival on Sunday included klezmer, Bach and the premiere of &#8220;Concerto for Buildings,&#8221; which featured percussionists striking cast iron in SoHo.	http://www.nytimes.com/2015/06/23/arts/music/review-make-music-new-york-teaches-buildings-how-to-sing.html
Review: Bully Shows Righteous Fury and Quick Jabs on &#8216;Feels Like&#8217;	Alicia Bognanno&#8217;s voice brings a special weapon to the album&#8217;s early &#8217;90s sound.	http://www.nytimes.com/2015/06/23/arts/music/review-bully-shows-righteous-fury-and-quick-jabs-on-feels-like.html
Review: Aston Magna and Boston Early Music Festivals Offer Diverse Monteverdi Experiences	In Great Barrington, Mass., the Boston Early Music Festival revived “Orfeo,” in a stripped-down form, and the Aston Magna Music Festival performed the first program of its season.	http://www.nytimes.com/2015/06/23/arts/music/review-aston-magna-and-boston-early-music-festivals-offer-diverse-monteverdi-experiences.html
Review: Bang on a Can Marathon Stays as Eclectic and Playful as Ever	The yearly marathon is always attended by a charming mix of die-hards who stay for the whole thing (the better part of 11 hours on Sunday) and tourists who catch a few seconds on their way to 1 World Trade Center across the street.	http://www.nytimes.com/2015/06/23/arts/music/review-bang-on-a-can-marathon-stays-as-eclectic-and-playful-as-ever.html
Review: &#8216;Souvenir Undone&#8217; Beckons Its Audience Through Historic Fort Jay	Rachel Tess&#8217;s dance for the River to River festival invites audience members to move, too, as they follow the performance from space to space on Governors Island.	http://www.nytimes.com/2015/06/23/arts/dance/review-souvenir-undone-beckons-its-audience-through-historic-fort-jay.html
Review: Meg Baird, Always Generous, Gives Even More in New Album	&#8220;Don&#8217;t Weigh Down the Light&#8221; is a post-folk record, with notes of the Renaissance madrigal tradition as well as an airier version of Sandy Denny.	http://www.nytimes.com/2015/06/23/arts/music/review-meg-baird-always-generous-gives-even-more-in-new-album.html
Review: Michael Bates&#8217;s &#8216;Northern Spy&#8217; Features Nods to Jazz Legacies	Michael Bates&#8217;s new album brings the rural South to mind in the opening track.	http://www.nytimes.com/2015/06/23/arts/music/review-michael-batess-northern-spy-features-nods-to-jazz-legacies.html
‘La Toilette’: 500 Years of Watching Women Undress in Art	An exhibition in Paris brings together more than 100 works showing the bathing and grooming rituals of women, from the 16th century to the present.	http://www.nytimes.com/2015/06/23/arts/design/la-toilette-art-show-explores-womens-bathing-rituals-through-history.html
Times Critics’ Guide: What to Do This Week	A handful of things to see, hear and do this week, from the critics of The New York Times.	http://www.nytimes.com/2015/06/23/arts/times-critics-guide-what-to-do-this-week.html
